Date/Time,Wind Speed (m/s),LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Direction (°),,,
03 01 2018 12:00,6.9,952.2675781,969.6346499,193.9367065,,,6.9
03 01 2018 12:10,7.24,1019.905029,1128.237686,187.7236023,,,7.24
03 01 2018 12:20,6.71,1015.357971,890.6123118,185.273407,,,6.71
03 01 2018 12:30,6.85,979.7229004,950.7168123,183.7971039,,,6.85
03 01 2018 12:40,5.08,379.4078979,355.4740901,185.1383972,,,5.08
03 01 2018 12:50,6.52,841.5977783,814.34348,189.263504,,,6.52
03 01 2018 13:00,6.17,672.6187744,683.2747912,189.2765045,,,6.17
03 01 2018 13:10,5.45,452.0786133,454.5165791,190.636795,,,5.45
03 01 2018 13:20,5.85,558.9979248,575.9105762,196.9326935,,,5.85
03 01 2018 13:30,5.09,331.7192993,359.454764,193.4658051,,,5.09
03 01 2018 13:40,4.6,212.1006927,243.1654974,197.9337006,,,4.6
03 01 2018 13:50,3.63,79.72102356,67.87244481,199.7156067,,,3.63
03 01 2018 14:00,4.47,183.0128021,216.232972,205.3706055,,,4.47
03 01 2018 14:10,4.92,279.1960144,316.2552558,204.3323059,,,4.92
03 01 2018 14:20,5.63,460.2166138,505.9378767,209.3771057,,,5.63
03 01 2018 14:30,6.32,647.7111206,736.1652234,211.6537018,,,6.32
03 01 2018 14:40,6.24,685.0780029,706.9630418,212.0509033,,,6.24
03 01 2018 14:50,6.45,709.8339844,786.3313199,211.607605,,,6.45
03 01 2018 15:00,5.78,493.3555908,554.1258994,212.3511047,,,5.78
03 01 2018 15:10,5.35,366.0793152,425.803377,216.8318024,,,5.35
03 01 2018 15:20,4.38,183.0379028,196.8860292,220.0410004,,,4.38
03 01 2018 15:30,0,7.347679138,16.3742125,238.6905975,,,3.01
03 01 2018 15:40,3.74,0,83.98626485,245.0682068,,,3.74
03 01 2018 15:50,0,12.34420013,28.73127208,238.0765076,,,3.25
03 01 2018 16:00,0,-0.393067598,0,238.4102936,,,2.19
03 01 2018 16:10,0,0,0,234.7624054,,,2.14
03 01 2018 16:20,0,0,0,223.3088074,,,2.5
03 01 2018 16:30,0,0,0,226.0516968,,,2.67
03 01 2018 16:40,0,0,17.18059304,221.0865021,,,3.03
03 01 2018 16:50,0,0,25.43122108,232.6795959,,,3.2
03 01 2018 17:00,3.91,0,110.9796039,241.9730988,,,3.91
03 01 2018 17:10,3.8,65.98790741,93.00718811,221.5258942,,,3.8
03 01 2018 17:20,4.44,157.8495026,208.8146524,225.1553955,,,4.44
03 01 2018 17:30,3.68,50.42205048,74.4575207,220.4692993,,,3.68
03 01 2018 17:40,4.12,88.1881485,144.7212631,222.5281067,,,4.12
03 01 2018 17:50,4.99,242.3132935,332.9015993,220.7682037,,,4.99
03 01 2018 18:00,4.87,262.8019104,304.9535561,222.9488983,,,4.87
03 01 2018 18:10,5.92,584.6671143,598.7577677,212.7292938,,,5.92
03 01 2018 18:20,5.03,298.586792,343.5487361,216.0464935,,,5.03
03 01 2018 18:30,5,279.7724915,335.4735677,206.8820038,,,5
03 01 2018 18:40,6.43,823.4796143,780.5598676,208.842804,,,6.43
03 01 2018 18:50,7,883.265625,1014.475559,212.2098999,,,7
03 01 2018 19:00,7.63,1155.17395,1323.35127,205.5773926,,,7.63
03 01 2018 19:10,8.1,1400.389038,1589.535548,198.4824066,,,8.1
03 01 2018 19:20,7.52,1205.10498,1267.568261,207.7772064,,,7.52
03 01 2018 19:30,7.69,1292.051025,1356.847422,199.1479034,,,7.69
03 01 2018 19:40,8.46,1856.177002,1802.775046,192.9795074,,,8.46
03 01 2018 19:50,9.08,1928.175049,2193.93789,194.6878967,,,9.08
03 01 2018 20:00,8.44,1604.427002,1790.767706,196.0083008,,,8.44
03 01 2018 20:10,7.99,1599.995972,1522.807198,203.3475037,,,7.99
03 01 2018 20:20,7.94,1456.094971,1495.816905,209.9878998,,,7.94
03 01 2018 20:30,7.72,1386.623047,1373.888155,213.6096039,,,7.72
03 01 2018 20:40,7.77,1460.360962,1403.435097,214.1114044,,,7.77
03 01 2018 20:50,8.58,1894.795044,1878.957276,210.4824066,,,8.58
03 01 2018 21:00,8.34,1760.422974,1729.804577,212.0424042,,,8.34
03 01 2018 21:10,9.08,2010.977051,2198.000295,214.585495,,,9.08
03 01 2018 21:20,8.68,1828.81604,1937.131478,211.3721008,,,8.68
03 01 2018 21:30,9.15,1960.692993,2241.613462,208.8197937,,,9.15
03 01 2018 21:40,9.19,1900.447998,2268.199522,204.3585052,,,9.19
03 01 2018 21:50,8.26,1549.958008,1682.388913,201.8890991,,,8.26
03 01 2018 22:00,8.49,1692.688965,1821.638384,194.9138947,,,8.49
03 01 2018 22:10,8.79,1931.083984,2008.641646,194.1036072,,,8.79
03 01 2018 22:20,8.96,2060.147949,2115.986258,193.3457947,,,8.96
03 01 2018 22:30,9.1,2069.625,2205.805875,195.2973938,,,9.1
03 01 2018 22:40,8.73,2037.266968,1969.014282,199.5845032,,,8.73
03 01 2018 22:50,8.11,1594.845947,1594.82568,197.5211029,,,8.11
03 01 2018 23:00,6.86,994.5827026,952.7545786,200.4409943,,,6.86
03 01 2018 23:10,7.28,1137.285034,1147.124788,200.8896942,,,7.28
03 01 2018 23:20,7.53,1267.858032,1275.663238,199.7960968,,,7.53
03 01 2018 23:30,6.95,1002.463013,991.791762,196.680603,,,6.95
03 01 2018 23:40,7.09,1172.348022,1054.959522,199.6690063,,,7.09
03 01 2018 23:50,7.41,1252.139038,1210.225036,197.4501953,,,7.41
04 01 2018 00:00,6.93,1121.166992,986.5997761,196.3952026,,,6.93
04 01 2018 00:10,7.15,1183.020996,1085.577233,194.0278931,,,7.15
04 01 2018 00:20,6.57,932.3084106,834.3322217,191.2942047,,,6.57
04 01 2018 00:30,6.76,989.5076904,911.3914755,190.1013947,,,6.76
04 01 2018 00:40,6.41,750.5510254,773.0743738,185.5180969,,,6.41
04 01 2018 00:50,6.52,825.7661743,815.1962332,187.6056976,,,6.52
04 01 2018 01:00,7.06,1116.487061,1044.579697,192.7353973,,,7.06
04 01 2018 01:10,6.69,986.7598877,883.5576994,196.0746002,,,6.69
04 01 2018 01:20,6.81,1018.14502,932.3551445,194.8430023,,,6.81
04 01 2018 01:30,6.1,659.1777954,656.9602747,192.4667969,,,6.1
04 01 2018 01:40,6.14,729.4874268,673.1894828,190.7617035,,,6.14
04 01 2018 01:50,6.43,864.5026245,779.022258,194.5778046,,,6.43
04 01 2018 02:00,7.54,1342.239014,1277.729355,197.9828033,,,7.54
04 01 2018 02:10,7.36,1279.098022,1188.27897,197.254303,,,7.36
04 01 2018 02:20,7.46,1351.391968,1237.646646,201.2154999,,,7.46
04 01 2018 02:30,7.03,1039.727051,1030.349722,199.337204,,,7.03
04 01 2018 02:40,6.87,876.0166016,960.6072518,194.1508026,,,6.87
04 01 2018 02:50,6.35,754.0079956,746.7335706,196.0812073,,,6.35
04 01 2018 03:00,7.19,1122.334961,1101.653759,198.135498,,,7.19
04 01 2018 03:10,6.64,907.7965698,859.9864071,199.4308014,,,6.64
04 01 2018 03:20,6.93,1009.737,983.5802763,194.1383057,,,6.93
04 01 2018 03:30,8.33,1806.98999,1726.419178,193.2097015,,,8.33
04 01 2018 03:40,9.53,2374.843994,2465.780065,191.9416962,,,9.53
04 01 2018 03:50,8.43,1779.208984,1782.575933,189.827301,,,8.43
04 01 2018 04:00,7.49,1334.980957,1254.910872,192.1376038,,,7.49
04 01 2018 04:10,8.01,1562.947021,1535.679929,192.0973053,,,8.01
04 01 2018 04:20,7.94,1562.116943,1498.388472,194.2440033,,,7.94
04 01 2018 04:30,7.73,1464.977051,1378.329691,200.2335968,,,7.73
04 01 2018 04:40,7.46,1312.358032,1238.475456,205.0283966,,,7.46
04 01 2018 04:50,6.42,767.0369873,775.1153796,200.6712952,,,6.42
04 01 2018 05:00,4.75,283.2593079,276.5245875,201.9185028,,,4.75
04 01 2018 05:10,6.26,687.1071777,716.8074668,208.1761017,,,6.26
04 01 2018 05:20,5.5,465.7536011,469.2545248,200.7915955,,,5.5
04 01 2018 05:30,5.27,355.6220093,405.760119,208.0086975,,,5.27
04 01 2018 05:40,5.7,467.8251953,529.0010043,217.7465057,,,5.7
04 01 2018 05:50,6.58,865.3469849,837.3348199,212.3013,,,6.58
04 01 2018 06:00,7.68,1512.972046,1351.561187,208.9172974,,,7.68
04 01 2018 06:10,7.9,1491.698975,1470.901705,217.2373962,,,7.9
04 01 2018 06:20,8.96,2004.44104,2121.355873,221.3515015,,,8.96
04 01 2018 06:30,8.08,1581.483032,1577.962305,219.8023987,,,8.08
04 01 2018 06:40,7.8,1431.620972,1417.519324,214.5469971,,,7.8
04 01 2018 06:50,7.98,1523.792969,1517.596799,216.9134064,,,7.98
04 01 2018 07:00,8.16,1693.270996,1620.257833,215.3661041,,,8.16
04 01 2018 07:10,8.25,1775.037964,1675.437185,211.0007935,,,8.25
04 01 2018 07:20,8.5,1875.410034,1825.433662,210.1282959,,,8.5
04 01 2018 07:30,7.96,1558.057983,1508.211169,208.8327026,,,7.96
04 01 2018 07:40,8.35,1811.088989,1737.573598,204.2586975,,,8.35
04 01 2018 07:50,8.14,1686.125977,1608.367728,198.5278015,,,8.14
04 01 2018 08:00,9.6,2362.262939,2516.478296,198.7720032,,,9.6
04 01 2018 08:10,8.98,2000.86499,2132.426304,197.4006958,,,8.98
04 01 2018 08:20,7.28,1169.964966,1149.461729,189.5783997,,,7.28
04 01 2018 08:30,7.52,1309.223999,1269.040544,182.8565979,,,7.52
04 01 2018 08:40,6.22,759.0145264,699.0669586,186.8215027,,,6.22
04 01 2018 08:50,5.5,498.1903076,469.2917094,195.8029938,,,5.5
04 01 2018 09:00,5.11,332.4820862,362.6279759,195.1764069,,,5.11
04 01 2018 09:10,4.65,253.5845032,254.4003993,191.6334991,,,4.65
04 01 2018 09:20,4.37,180.4122925,195.8669199,206.2425995,,,4.37
04 01 2018 09:30,4.83,258.3656921,296.0476529,196.2194977,,,4.83
04 01 2018 09:40,4.91,133.0052948,313.5912843,187.0084991,,,4.91
04 01 2018 12:40,0,0,0,0,,,2.89
04 01 2018 12:50,0,0,0,139.2751007,,,2.39
04 01 2018 13:00,0,0,0,153.8556061,,,2.48
04 01 2018 13:10,0,0,0,144.0395966,,,1.77
04 01 2018 13:20,0,0,0,142.8634033,,,2.48
04 01 2018 13:30,0,0,0,133.9111023,,,2.76
04 01 2018 13:40,0,0,0,103.2738037,,,2.51
04 01 2018 13:50,0,0,45.74272546,79.09410858,,,3.44
04 01 2018 14:00,0,0,0,106.4503021,,,2.48
04 01 2018 14:10,0,0,0,102.7186966,,,2.44
04 01 2018 14:20,0,0,0,107.3701019,,,2.36
04 01 2018 14:30,0,0,16.71339969,94.58883667,,,3.02
04 01 2018 14:40,0,0,41.15246635,97.73842621,,,3.4
04 01 2018 14:50,0,0,42.91145285,101.6998978,,,3.41
04 01 2018 15:00,5.16,0,376.3091657,81.87310028,,,5.16
04 01 2018 15:10,5.16,0,376.6813732,62.48146057,,,5.16
04 01 2018 15:20,5.41,0,444.8721366,61.62747955,,,5.41
04 01 2018 15:30,6.78,0,919.3695705,67.9675827,,,6.78
04 01 2018 15:40,4.44,0,208.7606108,0,,,4.44
04 01 2018 15:50,5.01,210.7194977,339.4254412,50.42341995,,,5.01
04 01 2018 16:00,5.27,338.6500854,406.3577312,47.2641716,,,5.27
04 01 2018 16:10,5.92,518.5518188,596.8819872,43.18653107,,,5.92
04 01 2018 16:20,5.86,504.067688,578.1937936,42.6594696,,,5.86
04 01 2018 16:30,5.65,446.7330017,513.468126,52.86571121,,,5.65
04 01 2018 16:40,6.35,705.7045288,748.4708008,53.7215004,,,6.35
04 01 2018 16:50,6.64,795.3168945,860.4009723,53.08805084,,,6.64
04 01 2018 17:00,7.01,1012.676025,1020.608833,52.78892899,,,7.01
04 01 2018 17:10,7.56,1240.823975,1288.599129,55.33359909,,,7.56
04 01 2018 17:20,7.4,1282.074951,1208.758132,51.70399094,,,7.4
04 01 2018 17:30,6.8,941.5869141,928.6616421,53.39633179,,,6.8
04 01 2018 17:40,5.83,590.8366699,567.653659,45.68770981,,,5.83
04 01 2018 17:50,6.08,650.5629272,651.3438616,45.51879883,,,6.08
04 01 2018 18:00,6.58,871.5112305,838.6177863,40.36516953,,,6.58
04 01 2018 18:10,6.64,914.1212158,863.1557364,46.86555862,,,6.64
04 01 2018 18:20,6.35,835.84198,746.8192169,38.58917999,,,6.35
04 01 2018 18:30,6.04,624.9906006,638.4379438,48.70145035,,,6.04
04 01 2018 18:40,5.76,591.9558716,546.2595924,41.20378113,,,5.76
04 01 2018 18:50,5.69,509.3490906,526.6539705,46.98265076,,,5.69
04 01 2018 19:00,7.07,1190.81604,1047.201966,33.49834061,,,7.07
04 01 2018 19:10,6.64,963.7324829,862.482569,33.8251915,,,6.64
04 01 2018 19:20,6.69,980.9760742,882.4084228,27.36738968,,,6.69
04 01 2018 19:30,6.36,777.8479004,753.5623423,29.67544937,,,6.36
04 01 2018 19:40,6.83,980.223877,940.1524784,40.88489151,,,6.83
04 01 2018 19:50,6.72,962.4301758,893.2415095,41.12696838,,,6.72
04 01 2018 20:00,5.42,462.7698975,444.919796,41.6153717,,,5.42
04 01 2018 20:10,6.95,1139.240967,995.1545635,35.44075012,,,6.95
04 01 2018 20:20,7.42,1418.631958,1218.765432,36.21514893,,,7.42
04 01 2018 20:30,8.38,1716.139038,1755.404476,39.72340012,,,8.38
04 01 2018 20:40,7.49,1312.791016,1254.389015,46.13137817,,,7.49
04 01 2018 20:50,7.38,1222.020996,1196.860929,45.09289932,,,7.38
04 01 2018 21:00,6.24,703.7221069,709.6956846,42.08800888,,,6.24
04 01 2018 21:10,5.49,470.8012085,467.1059234,33.02647018,,,5.49
04 01 2018 21:20,5.12,387.34021,367.0928112,30.50971031,,,5.12
04 01 2018 21:30,5.29,402.4747925,409.242485,27.65151978,,,5.29
04 01 2018 21:40,5.54,460.2911987,480.5208029,28.00427055,,,5.54
04 01 2018 21:50,6.02,619.8723755,629.2911153,25.7741394,,,6.02
04 01 2018 22:00,5.6,470.2001038,497.3508864,23.50094986,,,5.6
04 01 2018 22:10,6.28,691.0140991,721.6050696,23.72624969,,,6.28
04 01 2018 22:20,6.49,826.9951782,803.3932558,20.42690086,,,6.49
04 01 2018 22:30,6.79,892.4243774,922.7448934,25.21842003,,,6.79
04 01 2018 22:40,6.76,907.1884155,913.3662189,30.23693085,,,6.76
04 01 2018 22:50,5.72,545.2653198,536.095229,29.67219925,,,5.72
04 01 2018 23:00,6.24,688.8358154,707.326293,30.00231934,,,6.24
04 01 2018 23:10,5.95,591.9088745,606.7245764,29.64308929,,,5.95
04 01 2018 23:20,6.17,660.6942749,683.651641,30.39785957,,,6.17
04 01 2018 23:30,6.35,747.4074707,749.1615205,30.28310966,,,6.35
04 01 2018 23:40,7.17,1174.243042,1093.909493,18.97281075,,,7.17
04 01 2018 23:50,6.63,873.4810181,857.4721041,17.22633934,,,6.63
05 01 2018 00:00,6.55,845.2050171,827.511985,12.58047009,,,6.55
05 01 2018 00:10,6.4,837.0637207,765.5427556,9.429060936,,,6.4
05 01 2018 00:20,6.8,949.4943237,927.2075123,4.961769104,,,6.8
05 01 2018 00:30,6.92,1045.36499,980.5831564,358.1897888,,,6.92
05 01 2018 00:40,6.28,791.0836182,721.977722,351.8651123,,,6.28
05 01 2018 00:50,6.68,994.7495728,879.3775226,2.56614089,,,6.68
05 01 2018 01:00,6.72,933.4232178,895.2150304,7.876725197,,,6.72
05 01 2018 01:10,7.13,1049.432983,1076.439327,14.10332012,,,7.13
05 01 2018 01:20,6.15,671.7241211,675.2752484,20.33539009,,,6.15
05 01 2018 01:30,6.9,966.8311768,969.8939666,21.0418396,,,6.9
05 01 2018 01:40,6.93,982.2590942,983.1515252,22.93596077,,,6.93
05 01 2018 01:50,6.57,825.6619263,832.8293134,33.37145996,,,6.57
05 01 2018 02:00,6.4,723.1392212,767.0202867,32.30049896,,,6.4
05 01 2018 02:10,5.45,418.6412048,453.7702746,30.16810989,,,5.45
05 01 2018 02:20,5.11,327.2762146,363.1576895,27.08235931,,,5.11
05 01 2018 02:30,5.23,388.316803,395.2422704,22.60456085,,,5.23
05 01 2018 02:40,4.24,167.2218018,169.6759343,30.59626007,,,4.24
05 01 2018 02:50,4.14,137.2467957,148.8807431,32.78860855,,,4.14
05 01 2018 03:00,4.16,130.7671051,153.4730055,30.18254089,,,4.16
05 01 2018 03:10,4.12,117.8118973,146.3914796,31.8532505,,,4.12
05 01 2018 03:20,4.13,111.3429031,146.7651643,26.32125092,,,4.13
05 01 2018 03:30,4.2,114.2955017,161.9741682,25.67859077,,,4.2
05 01 2018 03:40,4.36,143.7870941,191.9770866,27.08256912,,,4.36
05 01 2018 03:50,3.95,88.93582916,118.99911,36.21786118,,,3.95
05 01 2018 04:00,4.43,183.6699982,208.1806792,29.74682045,,,4.43
05 01 2018 04:10,3.68,82.14437866,74.47647719,25.84374046,,,3.68
05 01 2018 04:20,4.06,139.9472046,134.8987308,21.24472046,,,4.06
05 01 2018 04:30,5.49,434.5010986,465.6863498,17.45406914,,,5.49
05 01 2018 04:40,5.63,474.0610962,505.9375911,12.99639034,,,5.63
05 01 2018 04:50,5.39,415.1499939,439.1538423,12.51430988,,,5.39
05 01 2018 05:00,5.46,435.0263977,456.7899831,12.40832996,,,5.46
05 01 2018 05:10,5.45,402.3875122,454.9870522,15.87475014,,,5.45
05 01 2018 05:20,4.76,257.2170105,280.1054557,9.024561882,,,4.76
05 01 2018 05:30,4.1,137.417099,142.0168107,7.712677002,,,4.1
05 01 2018 05:40,3.94,102.3587036,116.9729377,7.581837177,,,3.94
05 01 2018 05:50,3.88,92.7376709,105.7487951,11.42055988,,,3.88
05 01 2018 06:00,3.84,78.11549377,98.81755605,29.3313694,,,3.84
05 01 2018 06:10,4.13,110.3116989,147.6328107,25.04413033,,,4.13
05 01 2018 06:20,4.08,102.552803,138.371917,24.68565941,,,4.08
05 01 2018 06:30,3.84,77.85061646,99.32084475,24.07126999,,,3.84
05 01 2018 06:40,3.98,81.45278168,123.4149463,23.42119026,,,3.98
05 01 2018 06:50,3.82,66.64151001,96.14447672,39.26622009,,,3.82
05 01 2018 07:00,3.98,90.01490784,124.2930366,52.09212112,,,3.98
05 01 2018 07:10,4.14,112.0342026,149.9838297,52.06705093,,,4.14
05 01 2018 07:20,3.93,82.11415863,114.8054178,52.53002167,,,3.93
05 01 2018 07:30,0,13.93430996,27.41325761,62.52310944,,,3.23
05 01 2018 07:40,0,0,0,63.97663116,,,2.69
05 01 2018 07:50,3.76,0,86.64893432,72.28019714,,,3.76
05 01 2018 08:00,3.73,55.44535065,82.71048743,69.53996277,,,3.73
05 01 2018 08:10,0,22.78053093,33.62457425,74.86411285,,,3.31
05 01 2018 08:20,0,4.355070114,0,85.75393677,,,2.85
05 01 2018 08:30,0,0,0,84.46118164,,,2.66
05 01 2018 08:40,0,0,22.05681442,92.12463379,,,3.14
05 01 2018 08:50,0,0,0,101.8510971,,,2.63
05 01 2018 09:00,0,0,0,99.7596817,,,1.74
05 01 2018 09:10,0,0,0,75.03088379,,,1.94
05 01 2018 09:20,0,0,0,73.65454865,,,1.76
05 01 2018 09:30,0,0,0,65.50054169,,,1.54
05 01 2018 09:40,0,0,0,53.91765976,,,1.62
05 01 2018 09:50,0,0,0,44.93912125,,,2.06
05 01 2018 10:00,0,0,0,40.33227158,,,2.06
05 01 2018 10:10,0,0,0,36.03804016,,,2.15
05 01 2018 10:20,0,0,0,56.5520401,,,2.05
05 01 2018 10:30,0,0,0,65.39498138,,,1.64
05 01 2018 10:40,0,0,0,64.3360672,,,0.84
05 01 2018 10:50,0,0,0,30.20119095,,,1.29
05 01 2018 11:00,0,0,0,24.33827972,,,1.37
05 01 2018 11:10,0,0,0,307.5815125,,,2.46
05 01 2018 11:20,0,0,18.5219337,308.2029114,,,3.07
05 01 2018 11:30,0,0,0,307.5805969,,,2.98
05 01 2018 11:40,0,0,0,313.1120911,,,2.9
05 01 2018 11:50,0,0,0,338.1872864,,,2.2
05 01 2018 12:00,0,0,43.35797331,308.2749023,,,3.42
05 01 2018 12:10,0,0,26.22550558,296.4602051,,,3.21
05 01 2018 12:20,0,0,19.64955416,302.644989,,,3.09
05 01 2018 12:30,0,0,0,306.2347107,,,2.96
05 01 2018 12:40,3.8,0,93.23419656,302.2344971,,,3.8
05 01 2018 12:50,0,0,0,300.1575012,,,2.68
05 01 2018 13:00,0,0,0,308.3120117,,,2.17
05 01 2018 13:10,0,0,0,285.7166138,,,2.13
05 01 2018 13:20,0,0,0,263.1394043,,,1.91
05 01 2018 13:30,0,0,0,250.1069031,,,1.72
05 01 2018 13:40,0,0,0,235.3231049,,,1.95
05 01 2018 13:50,0,0,0,231.5205994,,,2.1
05 01 2018 14:00,0,0,0,261.1196899,,,2.17
05 01 2018 14:10,0,0,0,250.3791046,,,1.79
05 01 2018 14:20,0,0,0,283.2633972,,,1.51
05 01 2018 14:30,0,0,0,323.84729,,,1.6
05 01 2018 14:40,0,0,0,311.7663879,,,1.38
05 01 2018 14:50,0,0,0,289.660614,,,1.28
05 01 2018 15:00,0,0,0,253.3930969,,,1.77
05 01 2018 15:10,0,0,0,238.4373932,,,1.63
05 01 2018 15:20,0,0,0,234.3511963,,,1.43
05 01 2018 15:30,0,0,0,247.1123962,,,1.67
05 01 2018 15:40,0,0,0,236.2960968,,,1.55
05 01 2018 15:50,0,0,0,235.3430939,,,1.98
05 01 2018 16:00,0,0,0,236.8869019,,,2.63
05 01 2018 16:10,0,0,0,229.2657928,,,2.41
05 01 2018 16:20,0,0,0,242.2501984,,,2.15
05 01 2018 16:30,0,0,0,234.2127991,,,2.12
05 01 2018 16:40,0,0,0,236.4194946,,,2.24
05 01 2018 16:50,0,0,0,243.9626007,,,2.8
05 01 2018 17:00,0,0,25.7189917,241.4969025,,,3.2
05 01 2018 17:10,0,0,0,236.6499023,,,2.88
05 01 2018 17:20,0,0,0,231.9618073,,,2.85
05 01 2018 17:30,0,0,0,214.8110046,,,2.86
05 01 2018 17:40,0,0,0,203.1401978,,,2.5
05 01 2018 17:50,0,0,0,208.8934021,,,2.93
05 01 2018 18:00,0,0,0,222.7451019,,,2.83
05 01 2018 18:10,0,0,0,225.7310944,,,2.27
05 01 2018 18:20,0,0,0,231.9817047,,,2.45
05 01 2018 18:30,0,0,0,224.1681976,,,2.88
05 01 2018 18:40,0,0,0,208.3934021,,,2.96
05 01 2018 18:50,3.57,0,60.05585785,208.1672058,,,3.57
05 01 2018 19:00,0,0,0,224.892395,,,2.45
05 01 2018 19:10,0,0,0,243.6520996,,,1.79
05 01 2018 19:20,0,0,0,252.5655975,,,1.93
05 01 2018 19:30,0,0,0,233.1425934,,,1.66
05 01 2018 19:40,0,0,0,257.0335999,,,2.15
05 01 2018 19:50,0,0,0,258.8557129,,,2.62
05 01 2018 20:00,0,0,0,253.5534973,,,2.29
05 01 2018 20:10,0,0,0,253.2687988,,,2.67
05 01 2018 20:20,0,0,0,245.9183044,,,2.72
05 01 2018 20:30,0,0,0,244.0549927,,,2.81
05 01 2018 20:40,0,0,0,251.0276031,,,2.68
05 01 2018 20:50,0,0,0,241.9400024,,,2.55
05 01 2018 21:00,0,0,0,238.5106049,,,2.33
05 01 2018 21:10,0,0,0,209.9880066,,,1.55
05 01 2018 21:20,0,0,0,188.5220947,,,1.57
05 01 2018 21:30,0,0,0,197.4953003,,,2.11
05 01 2018 21:40,0,0,0,185.6945038,,,1.79
05 01 2018 21:50,0,0,0,205.5852966,,,1.78
05 01 2018 22:00,0,0,0,231.9136047,,,1.45
05 01 2018 22:10,0,0,0,221.9756012,,,2.14
05 01 2018 22:20,0,0,0,227.854599,,,2.6
05 01 2018 22:30,0,0,0,212.6759033,,,2.09
05 01 2018 22:40,0,0,0,186.9420013,,,1.93
05 01 2018 22:50,0,0,0,207.5079041,,,1.9
05 01 2018 23:00,0,0,0,227.8764954,,,1.39
05 01 2018 23:10,0,0,0,243.2460938,,,1.38
05 01 2018 23:20,0,0,0,226.5276031,,,1.21
05 01 2018 23:30,0,0,0,232.8432007,,,1.21
05 01 2018 23:40,0,0,0,275.9594116,,,1.22
05 01 2018 23:50,0,0,0,258.8037109,,,0.86
06 01 2018 00:00,0,0,0,215.6981049,,,0.53
06 01 2018 00:10,0,0,0,216.8983002,,,0.72
06 01 2018 00:20,0,0,0,269.7489014,,,1.21
06 01 2018 00:30,0,0,0,249.2165985,,,0.68
06 01 2018 00:40,0,0,0,183.5424957,,,1.8
06 01 2018 00:50,0,0,0,170.5200958,,,1.81
06 01 2018 01:00,0,0,0,140.0912933,,,0.77
06 01 2018 01:10,0,0,0,313.6976013,,,0.68
06 01 2018 01:20,0,0,0,259.1706848,,,0.85
06 01 2018 01:30,0,0,0,265.1947937,,,0.78
06 01 2018 01:40,0,0,0,239.1564026,,,0.66
06 01 2018 01:50,0,0,0,246.4013062,,,0.66
06 01 2018 02:00,0,0,0,215.3847961,,,0.74
06 01 2018 02:10,0,0,0,238.1040955,,,0.37
06 01 2018 02:20,0,0,0,257.1151123,,,0.67
06 01 2018 02:30,0,0,0,73.79194641,,,0.46
06 01 2018 02:40,0,0,0,34.12083817,,,0.94
06 01 2018 02:50,0,0,0,333.9639893,,,0.96
06 01 2018 03:00,0,0,0,277.8475952,,,1.55
06 01 2018 03:10,0,0,0,267.066803,,,2.18
06 01 2018 03:20,0,0,0,238.489502,,,1.63
06 01 2018 03:30,0,0,0,90.45394897,,,0.81
06 01 2018 03:40,0,0,0,63.36355972,,,0.57
06 01 2018 03:50,0,0,0,218.2781982,,,0.97
06 01 2018 04:00,0,0,0,129.1246948,,,0.52
06 01 2018 04:10,0,0,0,107.9205017,,,0.34
06 01 2018 04:20,0,0,0,127.8466034,,,0.53
06 01 2018 04:30,0,0,0,128.9541931,,,0.55
06 01 2018 04:40,0,0,0,143.7068939,,,1.14
06 01 2018 04:50,0,0,0,134.9770966,,,2.34
06 01 2018 05:00,3.65,0,70.10045613,134.4564972,,,3.65
06 01 2018 05:10,4.02,47.90932846,126.1014106,133.6049042,,,4.02
